cell,species,cell_types,genes,genome
3635,Dryinidae_3635,55,,
3636,Formicidae_3636,55,,
3637,Crabronidae_3637,55,,418.09
3638,Megachilidae_3638,55,,210.59
3639,Apidae_3639,55,9450,
3640,Stenotritidae_3640,55,,
3641,Colletidae_3641,55,,
3642,Halictidae_3642,55,,330.69
3643,Andrenidae_3643,55,,
3644,Melittidae_3644,55,,
3645,Sphecidae_3645,55,,
3646,Ampulicidae_3646,55,,
3647,Trigonalidae_3647,55,,
3648,Gasteruptiidae_3648,55,,
3649,Aulacidae_3649,55,,
3650,Evaniidae_3650,55,,
3651,Blasticotomidae_3651,55,,
3652,Pergidae_3652,55,,
3653,Argidae_3653,55,,
3654,Diprionidae_3654,55,,
3655,Cimbicidae_3655,55,,144.53
3656,Tenthredinidae_3656,55,,
3657,Siricidae_3657,55,,
3658,Anaxyelidae_3658,55,,
3659,Cephidae_3659,55,,
3660,Xiphydriidae_3660,55,,
3661,Pamphiliidae_3661,55,,
3662,Megalodontesidae_3662,55,,
3663,Stylopidae_3663,55,,
3664,Xenidae_3664,55,,
3665,Mengenillidae_3665,55,,
3666,Gyrinidae_3666,55,,
3667,Aspidytidae_3667,55,,
3668,Amphizoidae_3668,55,,
3669,Dytiscidae_3669,55,,
3670,Hygrobiidae_3670,55,,
3671,Noteridae_3671,55,,
3672,Carabidae_3672,55,,
3673,Trachypachidae_3673,55,,
3674,Haliplidae_3674,55,,
3675,Lepiceridae_3675,55,,
3676,Hydroscaphidae_3676,55,,
3677,Torridincolidae_3677,55,,
3678,Hydroscaphidae_3678,55,,
3679,Sphaeriusidae_3679,55,,155.84
3680,Cupedidae_3680,55,,
3681,Ommatidae_3681,55,,
3682,Micromalthidae_3682,55,,
3683,Jacobsoniidae_3683,55,,
3684,Staphylinidae_3684,55,,
3685,Staphylinidae_3685,55,,
3686,Silphidae_3686,55,,
3687,Staphylinidae_3687,55,,
3688,Leiodidae_3688,55,,
3689,Agyrtidae_3689,55,,
3690,Spercheidae_3690,55,,
3691,Georissidae_3691,55,,
3692,Helophoridae_3692,55,,
3693,Hydrochidae_3693,55,,
3694,Epimetopidae_3694,55,,
3695,Hydrophilidae_3695,55,,
3696,Hydraenidae_3696,55,,
3697,Ptiliidae_3697,55,,12.08
3698,Synteliidae_3698,55,,
3699,Sphaeritidae_3699,55,,
3700,Histeridae_3700,55,,
3701,Ptinidae_3701,55,,
3702,Anobiidae_3702,55,,
3703,Bostrichidae_3703,55,,
3704,Dermestidae_3704,55,,
3705,Nosodendridae_3705,55,,
3706,Elmidae_3706,55,,
3707,Chelonariidae_3707,55,,
3708,Callirhipidae_3708,55,,
3709,Ptilodactylidae_3709,55,,
3710,Eulichadidae_3710,55,,
3711,Psephenidae_3711,55,,887.89
3712,Limnichidae_3712,55,,
3713,Heteroceridae_3713,55,,
3714,Limnichidae_3714,55,,
3715,Lutrochidae_3715,55,,
3716,Dryopidae_3716,55,,
3717,Buprestidae_3717,55,,
3718,Dascillidae_3718,55,,
3719,Rhipiceridae_3719,55,,
3720,Byrrhidae_3720,55,,
3721,Omethidae_3721,55,,
3722,Telegeusidae_3722,55,,
3723,Artematopodidae_3723,55,,
3724,Lycidae_3724,55,,
3725,Lampyridae_3725,55,,
3726,Omalisidae_3726,55,,499.65
3727,Elateridae_3727,55,,
3728,Phengodidae_3728,55,,
3729,Rhagophthalmidae_3729,55,,
3730,Elateridae_3730,55,,
3731,Cantharidae_3731,55,,
3732,Anischiidae_3732,55,,
3733,Eucnemidae_3733,55,,
3734,Throscidae_3734,55,,353.07
3735,Rentoniidae_3735,55,,
3736,Mauroniscidae_3736,55,,
3737,Prionoceridae_3737,55,,
3738,Chaetosomatidae_3738,55,,
3739,Melyridae_3739,55,,
3740,Rhadalidae_3740,55,,
3741,Peltidae_3741,55,,
3742,Thanerocleridae_3742,55,,
3743,Cleridae_3743,55,,
3744,Lophocateridae_3744,55,,
3745,Biphyllidae_3745,55,,
3746,Byturidae_3746,55,,
3747,Phloiophilidae_3747,55,,
3748,Thymalidae_3748,55,,
3749,Trogossitidae_3749,55,,
3750,Acanthocnemidae_3750,55,,
3751,Mordellidae_3751,55,,
3752,Lymexylidae_3752,55,,
3753,Perimylopidae_3753,55,,
3754,Ripiphoridae_3754,55,,
3755,Aderidae_3755,55,,
3756,Boridae_3756,55,,
3757,Oedemeridae_3757,55,,
3758,Scraptiidae_3758,55,,
3759,Trictenotomidae_3759,55,,
3760,Monommidae_3760,55,,
3761,Pyrochroidae_3761,55,,
3762,Pythidae_3762,55,,
3763,Salpingidae_3763,55,,
3764,Tetratomidae_3764,55,,
3765,Tetratomidae_3765,55,,
3766,Zopheridae_3766,55,,
3767,Melandryidae_3767,55,,
3768,Archeocrypticidae_3768,55,,
3769,Ulodidae_3769,55,,
3770,Mycetophagidae_3770,55,,
3771,Prostomidae_3771,55,,
3772,Cephaloidae_3772,55,,
3773,Ciidae_3773,55,,
3774,Anthicidae_3774,55,,398.87
3775,Meloidae_3775,55,,
3776,Tenebrionidae_3776,55,10196,
3777,Mycteridae_3777,55,,
3778,Synchroidae_3778,55,,
3779,Endomychidae_3779,55,,188.38
3780,Sphindidae_3780,55,,
3781,Coccinellidae_3781,55,,
3782,Latridiidae_3782,55,,
3783,Corylophidae_3783,55,,
3784,Alexiidae_3784,55,,
3785,Bothrideridae_3785,55,,
3786,Bothrideridae_3786,55,,
3787,Cerylonidae_3787,55,,
3788,Discolomatidae_3788,55,,
3789,Phloeostichidae_3789,55,,
3790,Protocucujidae_3790,55,,
3791,Helotidae_3791,55,,
3792,Boganiidae_3792,55,,
3793,Erotylidae_3793,55,,
3794,Monotomidae_3794,55,,
3795,Nitidulidae_3795,55,,
3796,Passandridae_3796,55,,
3797,Cucujidae_3797,55,,
3798,Kateretidae_3798,55,,
3799,Cryptophagidae_3799,55,,
3800,Propalticidae_3800,55,,
3801,Laemophloeidae_3801,55,,
3802,Phalacridae_3802,55,,
3803,Myraboliidae_3803,55,,
3804,Silvanidae_3804,55,,99.17
3805,Orsodacnidae_3805,55,,
3806,Cerambycidae_3806,55,,
3807,Zeugophoridae_3807,55,,
3808,Vesperidae_3808,55,,
3809,Chrysomelidae_3809,55,,
3810,Attelabidae_3810,55,,
3811,Brentidae_3811,55,,
3812,Brentidae_3812,55,,
3813,Ithyceridae_3813,55,,
3814,Apionidae_3814,55,,
3815,Brachyceridae_3815,55,,392.67
3816,Brachyceridae_3816,55,,
3817,Erirhinidae_3817,55,,
3818,Curculionidae_3818,55,,
3819,Caridae_3819,55,,
3820,Anthribidae_3820,55,,
3821,Nemonychidae_3821,55,,
3822,Belidae_3822,55,,234.34
3823,Scarabaeidae_3823,55,,
3824,Scarabaeidae_3824,55,,
3825,Ochodaeidae_3825,55,,
3826,Glaphyridae_3826,55,,
3827,Passalidae_3827,55,,
3828,Geotrupidae_3828,55,,
3829,Trogidae_3829,55,,
3830,Bolboceratidae_3830,55,,
3831,Glaresidae_3831,55,,
3832,Hybosoridae_3832,55,,
3833,Pleocomidae_3833,55,,
3834,Lucanidae_3834,55,,
3835,Diphyllostomatidae_3835,55,,345.01
3836,Clambidae_3836,55,,
3837,Eucinetidae_3837,55,,
3838,Derodontidae_3838,55,,
3839,Decliniidae_3839,55,,
3840,Scirtidae_3840,55,,
3841,Raphidiidae_3841,55,,
3842,Inocelliidae_3842,55,,
3843,Corydalidae_3843,55,,
3844,Sialidae_3844,55,,
3845,Hemerobiidae_3845,55,,
3846,Chrysopidae_3846,55,,
3847,Ithonidae_3847,55,,
3848,Osmylidae_3848,55,,
3849,Ascalaphidae_3849,55,,
3850,Myrmeleontidae_3850,55,,
3851,Nemopteridae_3851,55,,
3852,Nymphidae_3852,55,,
3853,Berothidae_3853,55,,
3854,Berothidae_3854,55,,
3855,Mantispidae_3855,55,,
3856,Sisyridae_3856,55,,
3857,Psychopsidae_3857,55,,
3858,Nevrorthidae_3858,55,,
3859,Dilaridae_3859,55,,
3860,Coniopterygidae_3860,55,,
3861,Boreidae_3861,55,,
3862,Panorpodidae_3862,55,,
3863,Panorpidae_3863,55,,
3864,Bittacidae_3864,55,,
3865,Choristidae_3865,55,,
3866,Apteropanorpidae_3866,55,,
3867,Meropeidae_3867,55,,
3868,Nannochoristidae_3868,55,,
3869,Ctenophthalmidae_3869,55,,
3870,Hystrichopsyllidae_3870,55,,
3871,Macropsyllidae_3871,55,,
3872,Stephanocircidae_3872,55,,
3873,Coptopsyllidae_3873,55,,
3874,Ischnopsyllidae_3874,55,,
3875,Leptopsyllidae_3875,55,,
3876,Ceratophyllidae_3876,55,,
3877,Stivaliidae_3877,55,,
3878,Pygiopsyllidae_3878,55,,
3879,Lycopsyllidae_3879,55,,
3880,Pulicidae_3880,55,,
3881,Rhopalopsyllidae_3881,55,,
3882,Acroceridae_3882,55,,
3883,Atelestidae_3883,55,,
3884,Hybotidae_3884,55,,
3885,Dolichopodidae_3885,55,,
3886,Empididae_3886,55,,
3887,Pipunculidae_3887,55,,
3888,Micropezidae_3888,55,,
3889,Psilidae_3889,55,,
3890,Strongylophthalmyiidae_3890,55,,
3891,Tanypezidae_3891,55,,208.91
3892,Diopsidae_3892,55,,
3893,Somatiidae_3893,55,,
3894,Anthomyzidae_3894,55,,
3895,Conopidae_3895,55,,
3896,Asteiidae_3896,55,,
3897,Aulacigastridae_3897,55,,
3898,Xenasteiidae_3898,55,,
3899,Agromyzidae_3899,55,,
3900,Neurochaetidae_3900,55,,
3901,Clusiidae_3901,55,,
3902,Periscelididae_3902,55,,
3903,Fergusoninidae_3903,55,,
3904,Marginidae_3904,55,,
3905,Odiniidae_3905,55,,
3906,Opomyzidae_3906,55,,
3907,Acartophthalmidae_3907,55,,
3908,Milichiidae_3908,55,,
3909,Braulidae_3909,55,,284.27
3910,Sphaeroceridae_3910,55,,
3911,Lauxaniidae_3911,55,,
3912,Chyromyidae_3912,55,,
3913,Sepsidae_3913,55,,
3914,Sciomyzidae_3914,55,,
3915,Heterocheilidae_3915,55,,
3916,Helosciomyzidae_3916,55,,
3917,Helcomyzidae_3917,55,,
3918,Dryomyzidae_3918,55,,
3919,Coelopidae_3919,55,,
3920,Pallopteridae_3920,55,,
3921,Lonchaeidae_3921,55,,
3922,Pallopteridae_3922,55,,
3923,Piophilidae_3923,55,,
3924,Ctenostylidae_3924,55,,
3925,Pyrgotidae_3925,55,,
3926,Platystomatidae_3926,55,,623.66
3927,Tephritidae_3927,55,,
3928,Ulidiidae_3928,55,,
3929,Richardiidae_3929,55,,
3930,Australimyzidae_3930,55,,342.26
3931,Chloropidae_3931,55,,750.4
3932,Carnidae_3932,55,,
3933,Drosophilidae_3933,55,16455,287.1
3934,Ephydridae_3934,55,,
3935,Glossinidae_3935,55,,
3936,Hippoboscidae_3936,55,,
3937,Nycteribiidae_3937,55,,
3938,Streblidae_3938,55,,
3939,Anthomyiidae_3939,55,,
3940,Scathophagidae_3940,55,,370.27
3941,Calliphoridae_3941,55,,
3942,Calliphoridae_3942,55,,
3943,Sarcophagidae_3943,55,,
3944,Tachinidae_3944,55,,
3945,Tachinidae_3945,55,,
3946,Rhinophoridae_3946,55,,
3947,Oestridae_3947,55,,
3948,Fanniidae_3948,55,,378.29
3949,Muscidae_3949,55,,
3950,Syrphidae_3950,55,,
3951,Lonchopteridae_3951,55,,
3952,Sciadoceridae_3952,55,,
3953,Phoridae_3953,55,,
3954,Platypezidae_3954,55,,
3955,Hilarimorphidae_3955,55,,
3956,Therevidae_3956,55,,
3957,Scenopinidae_3957,55,,
3958,Evocoidae_3958,55,,
3959,Apsilocephalidae_3959,55,,
3960,Mydidae_3960,55,,309.73
3961,Apioceridae_3961,55,,
3962,Mydidae_3962,55,,309.73
3963,Asilidae_3963,55,,
3964,Mythicomyiidae_3964,55,,
3965,Bombyliidae_3965,55,,
3966,Nemestrinidae_3966,55,,
3967,Pantophthalmidae_3967,55,,
3968,Xylophagaidae_3968,55,,
3969,Stratiomyidae_3969,55,,
3970,Xylomyidae_3970,55,,
3971,Austroleptidae_3971,55,,
3972,Rhagionidae_3972,55,,
3973,Tabanidae_3973,55,,
3974,Athericidae_3974,55,,
3975,Pelecorhynchidae_3975,55,,
3976,Vermileonidae_3976,55,,
3977,Axymyiidae_3977,55,,
3978,Synneuridae_3978,55,,
3979,Perissommatidae_3979,55,,
3980,Anisopodidae_3980,55,,
3981,Psychodidae_3981,55,,
3982,Scatopsidae_3982,55,,
3983,Ptychopteridae_3983,55,,
3984,Trichoceridae_3984,55,,
3985,Limoniidae_3985,55,,
3986,Pediciidae_3986,55,,
3987,Tipulidae_3987,55,,
3988,Tanyderidae_3988,55,,
3989,Pleciidae_3989,55,,
3990,Diadocidiidae_3990,55,,372.39
3991,Mycetophilidae_3991,55,,
3992,Hesperinidae_3992,55,,
3993,Bibionidae_3993,55,,365.3
3994,Pachyneuridae_3994,55,,
3995,Sciaridae_3995,55,,
3996,Cecidomyiidae_3996,55,,
3997,Keroplatidae_3997,55,,
3998,Deuterophlebiidae_3998,55,,
3999,Blephariceridae_3999,55,,
4000,Nymphomyiidae_4000,55,,
4001,Chaoboridae_4001,55,,
4002,Chaoboridae_4002,55,,320.05
4003,Culicidae_4003,55,2998.44,
4004,Ceratopogonidae_4004,55,,
4005,Chironomidae_4005,55,,
4006,Thaumaleidae_4006,55,,
4007,Simuliidae_4007,55,,
4008,Dixidae_4008,55,,
4009,Micropterigidae_4009,55,,
4010,Heterobathmiidae_4010,55,,
4011,Acanthopteroctetidae_4011,55,,
4012,Neopseustidae_4012,55,,
4013,Eriocraniidae_4013,55,,
4014,Hepialidae_4014,55,,
4015,Prototheoridae_4015,55,,
4016,Mnesarchaeidae_4016,55,,
4017,Lophocoronidae_4017,55,,
4018,Cecidosidae_4018,55,,1278.73
4019,Prodoxidae_4019,55,,
4020,Heliozelidae_4020,55,,
4021,Adelidae_4021,55,,
4022,Crinopterygidae_4022,55,,
4023,Incurvariidae_4023,55,,
4024,Andesianidae_4024,55,,
4025,Palaephatidae_4025,55,,
4026,Tischeriidae_4026,55,,
4027,Nepticulidae_4027,55,,
4028,Opostegidae_4028,55,,874.16
4029,Bucculatricidae_4029,55,,
4030,Douglasiidae_4030,55,,
4031,Gracillariidae_4031,55,,
4032,Roeslerstammiidae_4032,55,,
4033,Stathmopodidae_4033,55,,
4034,Xyloryctidae_4034,55,,
4035,Pterolonchidae_4035,55,,
4036,Gelechiidae_4036,55,,
4037,Depressariidae_4037,55,,
4038,Oecophoridae_4038,55,,335.23
4039,Blastobasidae_4039,55,,
4040,Autostichidae_4040,55,,
4041,Momphidae_4041,55,,906.54
4042,Lypusidae_4042,55,,
4043,Cosmopterigidae_4043,55,,
4044,Coleophoridae_4044,55,,
4045,Elachistidae_4045,55,,
4046,Batrachedridae_4046,55,,557.44
4047,Cossidae_4047,55,,
4048,Dudgeoneidae_4048,55,,469.62
4049,Castniidae_4049,55,,
4050,Tortricidae_4050,55,,
4051,Immidae_4051,55,,
4052,Choreutidae_4052,55,,
4053,Urodidae_4053,55,,
4054,Carposinidae_4054,55,,
4055,Copromorphidae_4055,55,,399.04
4056,Heterogynidae_4056,55,,
4057,Lacturidae_4057,55,,
4058,Himantopteridae_4058,55,,
4059,Somabrachyidae_4059,55,,
4060,Anomoeotidae_4060,55,,
4061,Aididae_4061,55,,
4062,Megalopygidae_4062,55,,
4063,Zygaenidae_4063,55,,
4064,Limacodidae_4064,55,,
4065,Dalceridae_4065,55,,
4066,Cyclotornidae_4066,55,,
4067,Epipyropidae_4067,55,,
4068,Sesiidae_4068,55,,
4069,Brachodidae_4069,55,,
4070,Callidulidae_4070,55,,727.12
4071,Thyrididae_4071,55,,
4072,Pyralidae_4072,55,,
4073,Crambidae_4073,55,,
4074,Pterophoridae_4074,55,,
4075,Alucitidae_4075,55,,
4076,Tineodidae_4076,55,,
4077,Hyblaeidae_4077,55,,
4078,Cimeliidae_4078,55,,
4079,Sematuridae_4079,55,,
4080,Euteliidae_4080,55,,
4081,Nolidae_4081,55,,
4082,Noctuidae_4082,55,,
4083,Erebidae_4083,55,,577.99
4084,Oenosandridae_4084,55,,381.06
4085,Notodontidae_4085,55,,
4086,Bombycidae_4086,55,14623,
4087,Anthelidae_4087,55,,
4088,Carthaeidae_4088,55,,
4089,Bombycidae_4089,55,14623,
4090,Endromidae_4090,55,,290.22
4091,Phiditiidae_4091,55,,
4092,Sphingidae_4092,55,,460.35
4093,Saturniidae_4093,55,,
4094,Lemoniidae_4094,55,,
4095,Brahmaeidae_4095,55,,
4096,Eupterotidae_4096,55,,
4097,Apatelodidae_4097,55,,
4098,Lasiocampidae_4098,55,,
4099,Doidae_4099,55,,
4100,Papilionidae_4100,55,,
4101,Riodinidae_4101,55,,332.74
4102,Lycaenidae_4102,55,,435.27
4103,Nymphalidae_4103,55,,238.33
4104,Pieridae_4104,55,,359.62
4105,Drepanidae_4105,55,,
4106,Epicopeiidae_4106,55,,684.28
4107,Uraniidae_4107,55,,149.93
4108,Geometridae_4108,55,,
4109,Hesperiidae_4109,55,,360.62
4110,Hedylidae_4110,55,,
4111,Mimallonidae_4111,55,,
4112,Argyresthiidae_4112,55,,
4113,Attevidae_4113,55,,
4114,Bedelliidae_4114,55,,
4115,Plutellidae_4115,55,,
4116,Yponomeutidae_4116,55,,
4117,Ypsolophidae_4117,55,,
4118,Glyphipterigidae_4118,55,,
4119,Lyonetiidae_4119,55,,
4120,Acrolophidae_4120,55,,
4121,Tineidae_4121,55,,
4122,Dryadaulidae_4122,55,,
4123,Eriocottidae_4123,55,,
4124,Psychidae_4124,55,,
4125,Meessiidae_4125,55,,
4126,Arrhenophanidae_4126,55,,
4127,Agathiphagidae_4127,55,,
4128,Hydropsychidae_4128,55,,
4129,Philopotamidae_4129,55,,
4130,Stenopsychidae_4130,55,,
4131,Dipseudopsidae_4131,55,,
4132,Psychomyiidae_4132,55,,
4133,Ecnomidae_4133,55,,
4134,Polycentropodidae_4134,55,,
4135,Xiphocentronidae_4135,55,,
4136,Hydroptilidae_4136,55,,
4137,Calamoceratidae_4137,55,,
4138,Philorheithridae_4138,55,,
4139,Odontoceridae_4139,55,,
4140,Molannidae_4140,55,,
4141,Limnocentropodidae_4141,55,,
4142,Atriplectididae_4142,55,,
4143,Leptoceridae_4143,55,,365.96
4144,Kokiriidae_4144,55,,
4145,Pisuliidae_4145,55,,
4146,Plectrotarsidae_4146,55,,
4147,Oeconesidae_4147,55,,
4148,Barbarochthonidae_4148,55,,
4149,Beraeidae_4149,55,,
4150,Anomalopsychidae_4150,55,,
4151,Hydrosalpingidae_4151,55,,
4152,Helicophidae_4152,55,,
4153,Calocidae_4153,55,,
4154,Petrothrincidae_4154,55,,
4155,Sericostomatidae_4155,55,,
4156,Conoesucidae_4156,55,,
4157,Helicopsychidae_4157,55,,
4158,Chathamiidae_4158,55,,
4159,Tasimiidae_4159,55,,
4160,Phryganeidae_4160,55,,
4161,Uenoidae_4161,55,,
4162,Goeridae_4162,55,,
4163,Limnephilidae_4163,55,,
4164,Apataniidae_4164,55,,
4165,Lepidostomatidae_4165,55,,
4166,Phryganopsychidae_4166,55,,
4167,Brachycentridae_4167,55,,
4168,Glossosomatidae_4168,55,,
4169,Hydrobiosidae_4169,55,,
4170,Rhyacophilidae_4170,55,,
4171,Aleyrodidae_4171,55,,
4172,Margarodidae_4172,55,,
4173,Kuwaniidae_4173,55,,
4174,Margarodidae_4174,55,,
4175,Margarodidae_4175,55,,
4176,Margarodidae_4176,55,,
4177,Ortheziidae_4177,55,,
4178,Dactylopiidae_4178,55,,1023.62
4179,Phoenicococcidae_4179,55,,
4180,Diaspididae_4180,55,,
4181,Eriococcidae_4181,55,,
4182,Beesoniidae_4182,55,,
4183,Pseudococcidae_4183,55,,
4184,Lecanodiaspididae_4184,55,,
4185,Asterolecaniidae_4185,55,,
4186,Kermesidae_4186,55,,
4187,Aclerdidae_4187,55,,
4188,Coccidae_4188,55,,
4189,Coelostomidiidae_4189,55,,
4190,Monophlebidae_4190,55,,
4191,Phylloxeridae_4191,55,,
4192,Adelgidae_4192,55,,
4193,Mindaridae_4193,55,,
4194,Thelaxidae_4194,55,,
4195,Anoeciidae_4195,55,,
4196,Pemphigidae_4196,55,,
4197,Aphididae_4197,55,,
4198,Hormaphididae_4198,55,,
4199,Pemphigidae_4199,55,,
4200,Psylloidea_4200,55,,
4201,Membracidae_4201,55,,
4202,Aetalionidae_4202,55,,
4203,Cicadellidae_4203,55,,
4204,Cicadidae_4204,55,,
4205,Aphrophoridae_4205,55,,
4206,Aphrophoridae_4206,55,,
4207,Cercopidae_4207,55,,
4208,Aphrophoridae_4208,55,,
4209,Aphrophoridae_4209,55,,
4210,Cercopidae_4210,55,,
4211,Clastopteridae_4211,55,,
4212,Epipygidae_4212,55,,
4213,Aphrophoridae_4213,55,,
4214,Machaerotidae_4214,55,,
4215,Myerslopiidae_4215,55,,
4216,Flatidae_4216,55,,
4217,Ricaniidae_4217,55,,
4218,Tropiduchidae_4218,55,,
4219,Delphacidae_4219,55,,
4220,Cixiidae_4220,55,,
4221,Meenoplidae_4221,55,,
4222,Achilixiidae_4222,55,,
4223,Caliscelidae_4223,55,,
4224,Lophopidae_4224,55,,
4225,Issidae_4225,55,,
4226,Nogodinidae_4226,55,,
4227,Derbidae_4227,55,,
4228,Eurybrachidae_4228,55,,
4229,Dictyopharidae_4229,55,,
4230,Tettigometridae_4230,55,,
4231,Fulgoridae_4231,55,,
4232,Kinnaridae_4232,55,,
4233,Achilidae_4233,55,,
4234,Acanaloniidae_4234,55,,
4235,Gelastocoridae_4235,55,,
4236,Ochteridae_4236,55,,
4237,Gelastocoridae_4237,55,,
4238,Belostomatidae_4238,55,,
4239,Nepidae_4239,55,,
4240,Corixidae_4240,55,,
4241,Notonectidae_4241,55,,
4242,Aphelocheiridae_4242,55,,
4243,Naucoridae_4243,55,,
4244,Veliidae_4244,55,,
4245,Gerridae_4245,55,,
4246,Hydrometridae_4246,55,,
4247,Paraphrynoveliidae_4247,55,,
4248,Hebridae_4248,55,,
4249,Macroveliidae_4249,55,,
4250,Hermatobatidae_4250,55,,
4251,Mesoveliidae_4251,55,,
4252,Dipsocoridae_4252,55,,
4253,Ceratocombidae_4253,55,,
4254,Schizopteridae_4254,55,,
4255,Enicocephalidae_4255,55,,
4256,Leptopodidae_4256,55,,
4257,Saldidae_4257,55,,
4258,Helotrephidae_4258,55,,
4259,Idiostolidae_4259,55,,
4260,Malcidae_4260,55,,
4261,Geocoridae_4261,55,,
4262,Colobathristidae_4262,55,,
4263,Lygaeidae_4263,55,,
4264,Rhyparochromidae_4264,55,,
4265,Piesmatidae_4265,55,,
4266,Berytidae_4266,55,,
4267,Blissidae_4267,55,,
4268,Pachygronthidae_4268,55,,
4269,Cymidae_4269,55,,
4270,Pyrrhocoridae_4270,55,,
4271,Largidae_4271,55,,
4272,Stenocephalidae_4272,55,,
4273,Hyocephalidae_4273,55,,
4274,Rhopalidae_4274,55,,
4275,Coreidae_4275,55,,
4276,Alydidae_4276,55,,
4277,Termitaphididae_4277,55,,
4278,Scutelleridae_4278,55,,
4279,Acanthosomatidae_4279,55,,
4280,Lestoniidae_4280,55,,
4281,Phloeidae_4281,55,,
4282,Cydnidae_4282,55,,
4283,Canopidae_4283,55,,
4284,Pentatomidae_4284,55,,
4285,Plataspidae_4285,55,,
4286,Dinidoridae_4286,55,,
4287,Tessaratomidae_4287,55,,
4288,Urostylididae_4288,55,,
4289,Aradidae_4289,55,,
4290,Velocipedidae_4290,55,,
4291,Nabidae_4291,55,,
4292,Microphysidae_4292,55,,
4293,Joppeicidae_4293,55,,
4294,Miridae_4294,55,,
4295,Tingidae_4295,55,,1353.06
4296,Anthocoridae_4296,55,,510.85
4297,Plokiophilidae_4297,55,,
4298,Cimicidae_4298,55,,
4299,Lyctocoridae_4299,55,,
4300,Anthocoridae_4300,55,,1023.62
4301,Thaumastocoridae_4301,55,,
4302,Reduviidae_4302,55,,
4303,Phymatidae_4303,55,,
4304,Peloridiidae_4304,55,,
4305,Heterothripidae_4305,55,,
4306,Phlaeothripidae_4306,55,,
4307,Thripidae_4307,55,,
4308,Aeolothripidae_4308,55,,
4309,Sphaeropsocidae_4309,55,,
4310,Electrentomidae_4310,55,,
4311,Troctopsocidae_4311,55,,
4312,Amphientomidae_4312,55,,
4313,Musapsocidae_4313,55,,
4314,Compsocidae_4314,55,,
4315,Asiopsocidae_4315,55,,
4316,Dasydemellidae_4316,55,,
4317,Stenopsocidae_4317,55,,
4318,Caeciliusidae_4318,55,,
4319,Amphipsocidae_4319,55,,
4320,Trichopsocidae_4320,55,,
4321,Philotarsidae_4321,55,,
4322,Mesopsocidae_4322,55,,
4323,Peripsocidae_4323,55,,
4324,Calopsocidae_4324,55,,
4325,Pseudocaeciliidae_4325,55,,
4326,Ectopsocidae_4326,55,,
4327,Elipsocidae_4327,55,,
4328,Lachesillidae_4328,55,,
4329,Epipsocidae_4329,55,,
4330,Psilopsocidae_4330,55,,
4331,Hemipsocidae_4331,55,,
4332,Myopsocidae_4332,55,,
4333,Psocidae_4333,55,,
4334,Archipsocidae_4334,55,,
4335,Psyllipsocidae_4335,55,,
4336,Psoquillidae_4336,55,,
4337,Lepidopsocidae_4337,55,,
4338,Trogiidae_4338,55,,
4339,Prionoglarididae_4339,55,,
4340,Pachytroctidae_4340,55,,
4341,Liposcelididae_4341,55,,
4342,Ricinidae_4342,55,,
4343,Gyropidae_4343,55,,
4344,Boopidae_4344,55,,
4345,Laemobothriidae_4345,55,,
4346,Menoponidae_4346,55,,
4347,Haematomyzidae_4347,55,,
4348,Pthiridae_4348,55,,
4349,Pediculidae_4349,55,10994,
4350,Pedicinidae_4350,55,,
4351,Linognathidae_4351,55,,
4352,Hoplopleuridae_4352,55,,
4353,Polyplacidae_4353,55,,
4354,Haematopinidae_4354,55,,
4355,Echinophthiriidae_4355,55,,
4356,Trichodectidae_4356,55,,
4357,Heptapsogasteridae_4357,55,,
4358,Philopteridae_4358,55,,
4359,Hemiphlebiidae_4359,55,,
4360,Lestidae_4360,55,,
4361,Argiolestidae_4361,55,,
4362,Calopterygidae_4362,55,,
4363,Chlorocyphidae_4363,55,,
4364,Diphlebiidae_4364,55,,
4365,Euphaeidae_4365,55,,
4366,Dicteriadidae_4366,55,,
4367,Megapodagrionidae_4367,55,,
4368,Pseudolestidae_4368,55,,
4369,Amphyipterygidae_4369,55,,
4370,Polythoridae_4370,55,,
4371,Isostictidae_4371,55,,
4372,Protoneuridae_4372,55,,
4373,Coenagrionidae_4373,55,,
4374,Pseudostigmatidae_4374,55,,
4375,Platycnemididae_4375,55,,
4376,Platystictidae_4376,55,,
4377,Synlestidae_4377,55,,
4378,Perilestidae_4378,55,,
4379,Synlestidae_4379,55,,
4380,Gomphidae_4380,55,,
4381,Aeshnidae_4381,55,,
4382,Austropetaliidae_4382,55,,
4383,Petaluridae_4383,55,,
4384,Chlorogomphidae_4384,55,,
4385,Neopetaliidae_4385,55,,
4386,Cordulegastridae_4386,55,,
4387,Corduliidae_4387,55,,
4388,Corduliidae_4388,55,,
4389,Corduliidae_4389,55,,
4390,Synthemistidae_4390,55,,
4391,Corduliidae_4391,55,,
4392,Corduliidae_4392,55,,
4393,Macromiidae_4393,55,,
4394,Macromiidae_4394,55,,
4395,Macromiidae_4395,55,,
4396,Macromiidae_4396,55,,
4397,Macromiidae_4397,55,,
4398,Macromiidae_4398,55,,
4399,Corduliidae_4399,55,,
4400,Macromiidae_4400,55,,
4401,Macromiidae_4401,55,,
4402,Libellulidae_4402,55,,
4403,Epiophlebiidae_4403,55,,
4404,Tricorythidae_4404,55,,
4405,Dipteromimidae_4405,55,,
4406,Metretopodidae_4406,55,,
4407,Ameletopsidae_4407,55,,
