cell,species,cell_types,genes,genome
1457,Boletaceae_1457,7,,
1458,Diplocystaceae_1458,7,,55.83
1459,Astraeaceae_1459,7,,
1460,Gyroporaceae_1460,7,,
1461,Boletinellaceae_1461,7,,45.1
1462,Gomphidiaceae_1462,7,,205.4
1463,Suillaceae_1463,7,19023,62.79
1464,Rhizopogonaceae_1464,7,16684.5,
1465,Peniophoraceae_1465,7,18952,46.98
1466,Echinodontiaceae_1466,7,,
1467,Russulaceae_1467,7,,48.08
1468,Hericiaceae_1468,7,,
1469,Bondarzewiaceae_1469,7,13383,36.72
1470,Stereaceae_1470,7,14072,
1471,Albatrellaceae_1471,7,,
1472,Auriscalpiaceae_1472,7,19173.33,
1473,Gloeocystidiellaceae_1473,7,,32.18
1474,Lachnocladiaceae_1474,7,,122.76
1475,Auriscalpiaceae_1475,7,,
1476,Gloeocystidiellaceae_1476,7,,32.18
1477,Wrightoporiaceae_1477,7,,57.57
1478,Epitheliaceae_1478,7,,
1479,Meripilaceae_1479,7,,40.66
1480,Incrustoporiaceae_1480,7,,30.14
1481,Gelatoporiaceae_1481,7,8627.67,
1482,Irpicaceae_1482,7,,
1483,Steccherinaceae_1483,7,,
1484,Steccherinaceae_1484,7,,
1485,Cerrenaceae_1485,7,12966,
1486,Cerrenaceae_1486,7,12966,
1487,Cerrenaceae_1487,7,12966,
1488,Cerrenaceae_1488,7,12966,
1489,Podoscyphaceae_1489,7,,
1490,Panaceae_1490,7,,
1491,Sparassidaceae_1491,7,,39.02
1492,Dacryobolaceae_1492,7,,32.74
1493,Laetiporaceae_1493,7,13260,
1494,Fomitopsidaceae_1494,7,12470.33,
1495,Grifolaceae_1495,7,,50.48
1496,Polyporaceae_1496,7,14104.91,
1497,Phanerochaetaceae_1497,7,12990.2,
1498,Phanerochaetaceae_1498,7,12990.2,
1499,Meruliaceae_1499,7,16170,33.02
1500,Ischnodermataceae_1500,7,,
1501,Hyphodermataceae_1501,7,,38.97
1502,Gloeophyllaceae_1502,7,11846,
1503,Hydnodontaceae_1503,7,,
1504,Corticiaceae_1504,7,,35.64
1505,Punctulariaceae_1505,7,11538,
1506,Vuilleminiaceae_1506,7,,
1507,Tubulicrinaceae_1507,7,,34.17
1508,Hymenochaetaceae_1508,7,9894,
1509,Schizoporaceae_1509,7,17098,
1510,Rickenellaceae_1510,7,,28.45
1511,Thelephoraceae_1511,7,,
1512,Bankeraceae_1512,7,,35.7
1513,Geastraceae_1513,7,,
1514,Phallaceae_1514,7,,
1515,Clathraceae_1515,7,,43.57
1516,Gomphaceae_1516,7,19287,116.11
1517,Gautieriaceae_1517,7,,122.81
1518,Hyaloriaceae_1518,7,,29.1
1519,Auriculariaceae_1519,7,,
1520,Exidiaceae_1520,7,26765,78.16
1521,Botryobasidiaceae_1521,7,16526,
1522,Clavulinaceae_1522,7,,46.67
1523,Hydnaceae_1523,7,15442,41.63
1524,Ceratobasidiaceae_1524,7,,
1525,Sebacinaceae_1525,7,,47.29
1526,Serendipitaceae_1526,7,15312,24.73
1527,Dacrymycetaceae_1527,7,11489.8,
1528,Tilletiaceae_1528,7,,
1529,Exobasidiaceae_1529,7,7453,35.8
1530,Entylomataceae_1530,7,,
1531,Malasseziaceae_1531,7,4286,7.46
1532,Uleiellaceae_1532,7,,
1533,Ustilaginaceae_1533,7,6811,
1534,Ustilaginaceae_1534,7,6811,
1535,Cintractiaceae_1535,7,,
1536,Ustilaginaceae_1536,7,6811,
1537,Ustilaginaceae_1537,7,6811,
1538,Agaricostilbaceae_1538,7,7746,23.64
1539,Sporidiobolaceae_1539,7,6499.67,
1540,Helicogloeaceae_1540,7,,
1541,Pucciniaceae_1541,7,,
1542,Pucciniaceae_1542,7,,
1543,Phragmidiaceae_1543,7,,87.62
1544,Sphaerophragmiaceae_1544,7,,
1545,Phakopsoraceae_1545,7,,
1546,Pileolariaceae_1546,7,,21.14
1547,Pileolariaceae_1547,7,,21.14
1548,Zaghouaniaceae_1548,7,,543.61
1549,Raveneliaceae_1549,7,,
1550,Zaghouaniaceae_1550,7,,543.61
1551,Zaghouaniaceae_1551,7,,543.61
1552,Pucciniastraceae_1552,,,
1553,Melampsoraceae_1553,7,,62.22
1554,Coleosporiaceae_1554,7,13903,76.57
1555,Rogerpetersoniaceae_1555,7,,
1556,Pneumocystidaceae_1556,7,,7.64
1557,Taphrinaceae_1557,7,,
1558,Protomycetaceae_1558,7,6726,
1559,Schizosaccharomycetaceae_1559,7,5271,12
1560,Orbiliaceae_1560,7,,23.27
1561,Pezizaceae_1561,7,,
1562,Ascobolaceae_1562,7,12339.5,
1563,Discinaceae_1563,7,,13.91
1564,Morchellaceae_1564,7,11600,
1565,Helvellaceae_1565,7,,56.76
1566,Tuberaceae_1566,7,12741,
1567,Caloscyphaceae_1567,7,,97.19
1568,Sarcoscyphaceae_1568,7,,
1569,Pyronemataceae_1569,7,13093,
1570,Geomoriaceae_1570,7,,
1571,Coniocybaceae_1571,7,,
1572,Lichinaceae_1572,7,,
1573,Peltulaceae_1573,7,,
1574,Candelariaceae_1574,7,,
1575,Geoglossaceae_1575,7,,
1576,Cudoniaceae_1576,7,,
1577,Phacidiaceae_1577,7,,
1578,Erysiphaceae_1578,7,,62.28
1579,Rutstroemiaceae_1579,7,43967,41.21
1580,Mollisiaceae_1580,7,18559,
1581,Sclerotiniaceae_1581,7,13977,42.82
1582,Discinellaceae_1582,7,16784,73.68
1583,Gelatinodiscaceae_1583,7,,
1584,Helotiaceae_1584,7,2,
1585,Tricladiaceae_1585,7,,
1586,Cenangiaceae_1586,7,,39.59
1587,Hamatocanthoscyphaceae_1587,7,,
1588,Leotiaceae_1588,7,,
1589,Cyttariaceae_1589,7,,50.03
1590,Savoryellaceae_1590,7,,
1591,Plectosphaerellaceae_1591,7,9806.33,
1592,Glomerellaceae_1592,7,12759.25,
1593,Nectriaceae_1593,7,3428,
1594,Hypocreaceae_1594,7,8239.36,34.86
1595,Ophiocordycipitaceae_1595,7,1,28.86
1596,Clavicipitaceae_1596,7,6.3,
1597,Cordycipitaceae_1597,7,20247.5,
1598,Bionectriaceae_1598,7,,
1599,Stachybotryaceae_1599,7,,
1600,Phyllachoraceae_1600,7,,
1601,Ceratostomataceae_1601,7,,
1602,Ceratocystidaceae_1602,7,7266,
1603,Halosphaeriaceae_1603,7,,
1604,Microascaceae_1604,7,,44.57
1605,Boliniaceae_1605,7,,
1606,Ophioceraceae_1606,7,,
1607,Pyriculariaceae_1607,7,13146,39.51
1608,Magnaporthaceae_1608,7,,
1609,Ophioceraceae_1609,7,,
1610,Calosphaeriaceae_1610,7,,
1611,Togniniaceae_1611,7,,
1612,Coryneaceae_1612,7,,
1613,Pseudoplagiostomataceae_1613,7,,
1614,Diaporthaceae_1614,7,,32.86
1615,Valsaceae_1615,7,,
1616,Gnomoniaceae_1616,7,,
1617,Melanconidaceae_1617,7,,
1618,Juglanconidaceae_1618,7,,
1619,Cryphonectriaceae_1619,7,11604,
1620,Schizoparmaceae_1620,7,,
1621,Melanconiellaceae_1621,7,,
1622,Stilbosporaceae_1622,7,,38.26
1623,Ophiostomataceae_1623,7,,
1624,Coniochaetaceae_1624,7,12499,
1625,Annulatascaceae_1625,7,,
1626,Sordariaceae_1626,7,10550,
1627,Chaetomiaceae_1627,7,10544.13,
1628,Podosporaceae_1628,7,,
1629,Lasiosphaeriaceae_1629,7,,
1630,Microdochiaceae_1630,7,,
1631,Diatrypaceae_1631,7,15755,
1632,Hypoxylaceae_1632,7,12167.33,
1633,Apiosporaceae_1633,7,,
1634,Fasciatisporaceae_1634,7,,
1635,Xylariaceae_1635,7,1,
1636,Cainiaceae_1636,7,,
1637,Hyponectriaceae_1637,7,,
1638,Arthoniaceae_1638,7,,
1639,Roccellographaceae_1639,7,,
1640,Roccellaceae_1640,7,,
1641,Collemopsidiales_1641,7,,
1642,Monoblastiaceae_1642,7,,
1643,Saccharataceae_1643,7,9234,
1644,Aplosporellaceae_1644,7,12579,
1645,Planistromellaceae_1645,7,,
1646,Melanopsaceae_1646,7,,
1647,Phyllostictaceae_1647,7,11368,31.86
1648,Botryosphaeriaceae_1648,7,7,
1649,Aliquandostipitaceae_1649,7,,
1650,Hysteriaceae_1650,7,,
1651,Lophiostomataceae_1651,7,16160,
1652,Morosphaeriaceae_1652,7,,
1653,Didymosphaeriaceae_1653,7,14512,
1654,Massarinaceae_1654,7,14430,
1655,Corynesporascaceae_1655,7,17166,
1656,Didymellaceae_1656,7,12674,
1657,Leptosphaeriaceae_1657,7,13030,
1658,Phaeosphaeriaceae_1658,7,,
1659,Pleosporaceae_1659,7,7981.73,
1660,Melanommataceae_1660,7,15881,
1661,Trematosphaeriaceae_1661,7,,
1662,Lophiostomataceae_1662,7,16160,
1663,Mytilinidiales_1663,7,,
1664,Venturiaceae_1664,7,,
1665,Dothioraceae_1665,7,,
1666,Dothideaceae_1666,7,,
1667,Myriangiaceae_1667,7,10685,
1668,Capnodiaceae_1668,7,10582,41.14
1669,Mycosphaerellaceae_1669,7,12558.36,
1670,Teratosphaeriaceae_1670,7,10621,
1671,Cladosporiaceae_1671,7,,
1672,Trypetheliaceae_1672,7,11858,
1673,Patellariaceae_1673,7,9794,
1674,Tubeufiaceae_1674,7,,34.22
1675,Sarrameanaceae_1675,7,,
1676,Umbilicariaceae_1676,7,,
1677,Ophioparmaceae_1677,7,,
1678,Rhizocarpaceae_1678,7,,
1679,Sporastatiaceae_1679,7,,
1680,Lecideaceae_1680,7,,
1681,Pannariaceae_1681,7,,
1682,Pannariaceae_1682,7,,
1683,Pannariaceae_1683,7,,
1684,Placynthiaceae_1684,7,,
1685,Collemataceae_1685,7,,
1686,Placynthiaceae_1686,7,,
1687,Massalongiaceae_1687,7,,
1688,Lobariaceae_1688,7,,
1689,Peltigeraceae_1689,7,,
1690,Nephromataceae_1690,7,,
1691,Vahliellaceae_1691,7,,
1692,Coccocarpiaceae_1692,7,,
1693,Psilolechiaceae_1693,7,,
1694,Carbonicolaceae_1694,7,,
1695,Malmideaceae_1695,7,,
1696,Gypsoplacaceae_1696,7,,
1697,Catillariaceae_1697,7,,
1698,Mycoblastaceae_1698,7,,
1699,Tephromelataceae_1699,7,,
1700,Lecanoraceae_1700,7,,
1701,Cladoniaceae_1701,7,,
1702,Squamarinaceae_1702,7,,
1703,Stereocaulaceae_1703,7,,
1704,Parmeliaceae_1704,7,,
1705,Calycidiaceae_1705,7,,
1706,Sphaerophoraceae_1706,7,,
1707,Ramalinaceae_1707,7,,
1708,Pilocarpaceae_1708,7,,
1709,Psoraceae_1709,7,,
1710,Micareaceae_1710,7,,
1711,Psoraceae_1711,7,,
1712,Ectolechiaceae_1712,7,,
1713,Megalosporaceae_1713,7,,
1714,Teloschistaceae_1714,7,,
1715,Letrouitiaceae_1715,7,,
1716,Brigantiaeaceae_1716,7,,
1717,Physciaceae_1717,7,,
1718,Physciaceae_1718,7,,
1719,Caliciaceae_1719,7,,
1720,Physciaceae_1720,7,,
1721,Protothelenellaceae_1721,7,,
1722,Arthrorhaphidaceae_1722,7,,
1723,Arctomiaceae_1723,7,,
1724,Baeomycetaceae_1724,7,,
1725,Trapeliaceae_1725,7,,
1726,Stictidaceae_1726,7,,
1727,Coenogoniaceae_1727,7,,
1728,Gyalectaceae_1728,7,,
1729,Graphidaceae_1729,7,,
1730,Ochrolechiaceae_1730,7,,
1731,Pertusariaceae_1731,7,,
1732,Coccotremataceae_1732,7,,
1733,Icmadophilaceae_1733,7,,
1734,Microcaliciaceae_1734,7,,
1735,Megasporaceae_1735,7,,
1736,Acarosporaceae_1736,7,,
1737,Mycocaliciaceae_1737,7,,
1738,Mycocaliciaceae_1738,7,,
1739,Sphinctrinaceae_1739,7,,
1740,Mycocaliciaceae_1740,7,,
1741,Coryneliaceae_1741,7,,32.47
1742,Arthrodermataceae_1742,7,477.63,
1743,Ajellomycetaceae_1743,7,,
1744,Gymnoascaceae_1744,7,,
1745,Onygenaceae_1745,7,,
1746,Ascosphaeraceae_1746,7,,
1747,Eremascaceae_1747,7,,
1748,Thermoascaceae_1748,7,,
1749,Trichocomaceae_1749,7,12651,
1750,Aspergillaceae_1750,7,5155.96,
1751,Elaphomycetaceae_1751,7,,
1752,Verrucariaceae_1752,7,,32.16
1753,Herpotrichiellaceae_1753,7,1,
1754,Pyrenulaceae_1754,7,,
1755,Trichomonascaceae_1755,7,5388,12.01
1756,Saccharomycodaceae_1756,7,,23.4
1757,Saccharomycetaceae_1757,7,5850.48,12.6
1758,Phaffomycetaceae_1758,7,5607,12.41
1759,Cephaloascaceae_1759,7,,
1760,Debaryomycetaceae_1760,7,6569.2,10.35
1761,Metschnikowiaceae_1761,7,5996,
1762,Debaryomycetaceae_1762,7,6569.2,
1763,Dipodascaceae_1763,7,7836.5,
1764,Endomycetaceae_1764,7,,
1765,Pichiaceae_1765,7,7189.17,8.87
1766,Lipomycetaceae_1766,7,8192,
1767,Alloascoideaceae_1767,7,,21
1768,Saccharomycopsidaceae_1768,7,,
1769,Ascoideaceae_1769,7,,
1770,Trigonopsidaceae_1770,7,4657,11.35
1771,Endogonaceae_1771,7,,
1772,Umbelopsidaceae_1772,7,,35.97
1773,Phycomycetaceae_1773,7,16528,
1774,Rhizopodaceae_1774,7,11428.5,
1775,Ancylistaceae_1775,7,9739,
1776,Entomophthoraceae_1776,7,,39.9
1777,Entomophthoraceae_1777,7,,39.9
1778,Ancylistaceae_1778,7,9739,
1779,Entomophthoraceae_1779,7,,39.9
1780,Entomophthoraceae_1780,7,,39.9
1781,Kickxellaceae_1781,7,8377.67,
1782,Orphellaceae_1782,7,,21.84
1783,Basidiobolaceae_1783,7,16111,44.05
1784,Rhizophlyctidaceae_1784,7,,
1785,Spizellomycetaceae_1785,7,8779,
1786,Chytriomycetaceae_1786,7,,
1787,Chytridiaceae_1787,7,,24.13
1788,Lobulomycetaceae_1788,7,,
1789,Neocallimastigaceae_1789,7,14810.33,71.69
1790,Blastocladiaceae_1790,7,,
1791,Physodermataceae_1791,7,,
1792,Nephridiophagidae_1792,7,,
1793,Ichthyophonidae_1793,7,,
1794,Amoebidiaceae_1794,7,,
1795,Geodiidae_1795,11,,
1796,Tetillidae_1796,11,,
1797,Suberitidae_1797,11,,
1798,Niphatidae_1798,11,30050,
1799,Callyspongiidae_1799,11,,
1800,Petrosiidae_1800,11,,
1801,Spongillidae_1801,11,,
1802,Lubomirskiidae_1802,11,,
1803,Tethyidae_1803,11,,
1804,Microcionidae_1804,11,,
1805,Axinellidae_1805,11,,
1806,Agelasidae_1806,11,,
1807,Chondrillidae_1807,11,,
1808,Irciniidae_1808,11,,
1809,Spongiidae_1809,11,,
1810,Thorectidae_1810,11,,
1811,Halisarcidae_1811,11,,
1812,Dictyodendrillidae_1812,11,,
1813,Aplysinidae_1813,11,,
1814,Dactylocalycidae_1814,11,,
1815,Leucopsacidae_1815,11,,
1816,Rossellidae_1816,11,,
1817,Euplectellidae_1817,11,,
1818,Farreidae_1818,11,,
1819,Aphrocallistidae_1819,11,,
1820,Tretodictyidae_1820,11,,
1821,Pheronematidae_1821,11,,
1822,Oscarellidae_1822,11,,
1823,Plakinidae_1823,11,,
1824,Sycettidae_1824,11,,
1825,Leucosoleniidae_1825,11,,
1826,Leucettidae_1826,11,,
1827,Mertensiidae_1827,11,,
1828,Bolinopsidae_1828,11,,
1829,Beroidae_1829,11,,
1830,Ptychoderidae_1830,20,,
1831,Harrimaniidae_1831,20,,373.48
1832,Asterinidae_1832,40,,
1833,Odontasteridae_1833,40,,608.34
1834,Asteriidae_1834,40,,
1835,Stomechinidae_1835,40,,
1836,Aspidodiadematidae_1836,40,,
1837,Diadematidae_1837,40,,
1838,Arbaciidae_1838,40,,501.82
1839,Toxopneustidae_1839,40,,
1840,Echinoneidae_1840,40,,
1841,Parechinidae_1841,40,,
1842,Echinidae_1842,40,,
1843,Strongylocentrotidae_1843,40,,
1844,Echinometridae_1844,40,,
1845,Genocidaridae_1845,40,,
1846,Temnopleuridae_1846,40,,
1847,Toxopneustidae_1847,40,,
1848,Astriclypeidae_1848,40,,
1849,Mellitidae_1849,40,,
1850,Fibulariidae_1850,40,,
1851,Laganidae_1851,40,,
1852,Dendrasteridae_1852,40,,
1853,Echinolampadidae_1853,40,,
1854,Cassidulidae_1854,40,,
1855,Arachnoididae_1855,40,,
1856,Eurypatagidae_1856,40,,
1857,Brissidae_1857,40,,
1858,Brissidae_1858,40,,
1859,Paleostomatidae_1859,40,,
1860,Spatangidae_1860,40,,
1861,Loveniidae_1861,40,,
1862,Schizasteridae_1862,40,,
1863,Schizasteridae_1863,40,,
1864,Paleopneustidae_1864,40,,
1865,Plexechinidae_1865,40,,
1866,Echinothuriidae_1866,40,,
1867,Cidaridae_1867,40,,
1868,Deimatidae_1868,40,,
1869,Synallactidae_1869,40,,
1870,Holothuriidae_1870,40,,998.85
1871,Stichopodidae_1871,40,,
1872,Gephyrothuriidae_1872,40,,
1873,Caudinidae_1873,40,,
1874,Molpadiidae_1874,40,,
1875,Caudinidae_1875,40,,
1876,Phyllophoridae_1876,40,,
1877,Psolidae_1877,40,,
1878,Paracucumidae_1878,40,,
1879,Placothuriidae_1879,40,,
1880,Heterothyonidae_1880,40,,
1881,Psolidae_1881,40,,
1882,Phyllophoridae_1882,40,,
1883,Sclerodactylidae_1883,40,,
1884,Cucumariidae_1884,40,,
1885,Ypsilothuriidae_1885,40,,
1886,Phyllophoridae_1886,40,,
1887,Pelagothuriidae_1887,40,,
1888,Laetmogonidae_1888,40,,
1889,Elpidiidae_1889,40,,
1890,Psychropotidae_1890,40,,
1891,Laetmogonidae_1891,40,,
1892,Myriotrochidae_1892,40,,
1893,Synaptidae_1893,40,,
1894,Chiridotidae_1894,40,,
1895,Synaptidae_1895,40,,
1896,Asteroschematidae_1896,40,,
1897,Asteroschematidae_1897,40,,
1898,Euryalidae_1898,40,,
1899,Asteronychidae_1899,40,,
1900,Asteroschematidae_1900,40,,
1901,Gorgonocephalidae_1901,40,,
1902,Hemieuryalidae_1902,40,,
1903,Ophiodermatidae_1903,40,,
1904,Ophiochitonidae_1904,40,,
1905,Hemieuryalidae_1905,40,,
1906,Ophiacanthidae_1906,40,,
1907,Ophiacanthidae_1907,40,,
1908,Ophiotrichidae_1908,40,,
1909,Ophiactidae_1909,40,,
1910,Amphiuridae_1910,40,,
1911,Ophiocomidae_1911,40,,
1912,Ophionereididae_1912,40,,
1913,Ophionereidae_1913,40,,
1914,Ophiacanthidae_1914,40,,
1915,Ophiacanthidae_1915,40,,
1916,Ophiolepididae_1916,40,,
1917,Ophiolepididae_1917,40,,
1918,Ophiuridae_1918,40,,
1919,Ophiohelidae_1919,40,,
1920,Ophiomyxidae_1920,40,,
1921,Proisocrinidae_1921,40,,
1922,Isselicrinidae_1922,40,,
1923,Isocrinidae_1923,40,,
1924,Porphyrocrinidae_1924,40,,
1925,Bourgueticrinidae_1925,40,,
1926,Bathycrinidae_1926,40,,
1927,Vityazicrinidae_1927,40,,
1928,Thalassometridae_1928,40,,
1929,Comatulidae_1929,40,,
1930,Ptilometridae_1930,40,,
1931,Zenometridae_1931,40,,
1932,Notocrinidae_1932,40,,
1933,Aporometridae_1933,40,,
1934,Antedonidae_1934,40,,
1935,Tropiometridae_1935,40,,
1936,Colobometridae_1936,40,,
1937,Mariametridae_1937,40,,
1938,Zygometridae_1938,40,,
1939,Himerometridae_1939,40,,
1940,Pentametrocrinidae_1940,40,,
1941,Guillecrinidae_1941,40,,
1942,Charitometridae_1942,40,,
1943,Holopodidae_1943,40,,
1944,Hyocrinidae_1944,40,,
1945,Xenoturbellidae_1945,20,,
1946,Sagittiferidae_1946,20,,
1947,Branchiostomidae_1947,20,50817,233.92
1948,Anacanthobatidae_1948,120,,
1949,Arhynchobatidae_1949,120,,689.13
1950,Rajidae_1950,120,,
1951,Zanobatidae_1951,20,,
1952,Plesiobatidae_1952,120,,
1953,Urotrygonidae_1953,120,,
1954,Dasyatidae_1954,120,,
1955,Potamotrygonidae_1955,120,,
1956,Myliobatidae_1956,120,,
1957,Gymnuridae_1957,120,,
1958,Urolophidae_1958,120,,
1959,Hexatrygonidae_1959,120,,
1960,Glaucostegidae_1960,120,,2558.78
1961,Pristidae_1961,120,,
1962,Rhinidae_1962,120,,
1963,Rhynchobatidae_1963,120,,
1964,Rhinobatidae_1964,120,,
1965,Torpedinidae_1965,120,,
1966,Narkidae_1966,120,,
1967,Narcinidae_1967,120,,
1968,Platyrhinidae_1968,120,,
1969,Squatinidae_1969,120,,
1970,Somniosidae_1970,120,,
1971,Dalatiidae_1971,120,,
1972,Oxynotidae_1972,120,,
1973,Etmopteridae_1973,120,,
1974,Centrophoridae_1974,120,,
1975,Squalidae_1975,120,,
1976,Pristiophoridae_1976,120,,
1977,Echinorhinidae_1977,120,,
1978,Chlamydoselachidae_1978,120,,
1979,Hexanchidae_1979,120,,2267.86
1980,Brachaeluridae_1980,120,,
1981,Orectolobidae_1981,120,,
1982,Stegostomatidae_1982,120,,
1983,Ginglymostomatidae_1983,120,,
1984,Parascylliidae_1984,120,,
1985,Mitsukurinidae_1985,120,,614.15
1986,Megachasmidae_1986,120,,
1987,Alopiidae_1987,120,,
1988,Odontaspididae_1988,120,,
1989,Pseudocarchariidae_1989,120,,
1990,Scyliorhinidae_1990,120,,
1991,Hemigaleidae_1991,120,,
1992,Triakidae_1992,120,,
1993,Carcharhinidae_1993,120,,
1994,Leptochariidae_1994,120,,
1995,Proscylliidae_1995,120,,
1996,Pseudotriakidae_1996,120,,
1997,Scyliorhinidae_1997,120,,
1998,Heterodontidae_1998,120,,
1999,Callorhinchidae_1999,120,,
2000,Rhinochimaeridae_2000,120,,4470.98
2001,Chimaeridae_2001,120,,1114.27
2002,Lepisosteidae_2002,120,,1055.22
2003,Amiidae_2003,120,,831.02
2004,Lampridae_2004,120,,
2005,Veliferidae_2005,120,,849.28
2006,Regalecidae_2006,120,,
2007,Trachipteridae_2007,120,,656
2008,Lophotidae_2008,120,,461.95
2009,Bythitidae_2009,120,,630.65
2010,Bythitidae_2010,120,,630.65
2011,Bythitidae_2011,120,,630.65
2012,Bythitidae_2012,120,,630.65
2013,Aphyonidae_2013,120,,
2014,Bythitidae_2014,120,,630.65
2015,Ophidiidae_2015,120,,
2016,Pristolepididae_2016,120,,
2017,Nandidae_2017,120,,
2018,Badidae_2018,120,,555.66
2019,Channidae_2019,120,,623.7
2020,Osphronemidae_2020,120,,441.39
2021,Helostomatidae_2021,120,,599.81
2022,Anabantidae_2022,120,,
2023,Mastacembelidae_2023,120,,
2024,Chaudhuriidae_2024,120,,
2025,Indostomidae_2025,120,,
2026,Synbranchidae_2026,120,,591.95
2027,Polynemidae_2027,120,,
2028,Centropomidae_2028,120,,
2029,Sphyraenidae_2029,120,,
2030,Paralichthyidae_2030,120,,577.77
2031,Pleuronectidae_2031,120,,
2032,Cyclopsettidae_2032,120,,
2033,Bothidae_2033,120,,
2034,Scophthalmidae_2034,120,,556.7
2035,Cynoglossidae_2035,120,,470.2
2036,Soleidae_2036,120,,
2037,Poecilopsettidae_2037,120,,629.96
2038,Rhombosoleidae_2038,120,,427.54
2039,Samaridae_2039,120,,609.99
2040,Achiridae_2040,120,,
2041,Citharidae_2041,120,,450.19
2042,Psettodidae_2042,120,,
2043,Nematistiidae_2043,120,,
2044,Leptobramidae_2044,120,,544.23
2045,Toxotidae_2045,120,,618.73
2046,Menidae_2046,120,,691.78
2047,Istiophoridae_2047,120,,610.5
2048,Xiphiidae_2048,120,,
2049,Carangidae_2049,120,,
2050,Carangidae_2050,120,,
2051,Rachycentridae_2051,120,,
2052,Coryphaenidae_2052,120,,710.79
2053,Echeneidae_2053,120,,
2054,Lactariidae_2054,120,,
2055,Congrogadidae_2055,120,,991.59
2056,Pomacentridae_2056,120,,
2057,Plesiopidae_2057,120,,
2058,Grammatidae_2058,120,,797.51
2059,Labrisomidae_2059,120,,
2060,Dactyloscopidae_2060,120,,
2061,Labrisomidae_2061,120,,
2062,Chaenopsidae_2062,120,,
2063,Clinidae_2063,120,,657.04
2064,Blenniidae_2064,120,,
2065,Tripterygiidae_2065,120,,
2066,Gobiesocidae_2066,120,,
2067,Opistognathidae_2067,120,,
2068,Grammatidae_2068,120,,
2069,Pseudochromidae_2069,120,,
2070,Mugilidae_2070,120,,
2071,Embiotocidae_2071,120,,
2072,Ambassidae_2072,120,,551.01
2073,Cichlidae_2073,120,,
2074,Pholidichthyidae_2074,120,,
2075,Polycentridae_2075,120,,
2076,Atherinopsidae_2076,120,,
2077,Atherinopsidae_2077,120,,
2078,Notocheiridae_2078,120,,
2079,Melanotaeniidae_2079,120,,
2080,Melanotaeniidae_2080,120,,
2081,Phallostethidae_2081,120,,
2082,Pseudomugilidae_2082,120,,
2083,Telmatherinidae_2083,120,,868.35
2084,Atherinidae_2084,120,,
2085,Bedotiidae_2085,120,,747.34
2086,Isonidae_2086,120,,778.44
2087,Zenarchopteridae_2087,120,,466.55
2088,Belonidae_2088,120,,
2089,Zenarchopteridae_2089,120,,466.55
2090,Hemiramphidae_2090,120,,736.22
2091,Hemiramphidae_2091,120,,
2092,Exocoetidae_2092,120,,1043.05
2093,Adrianichthyidae_2093,120,,688.11
2094,Cyprinodontidae_2094,120,,1162.75
2095,Fundulidae_2095,120,,
2096,Profundulidae_2096,120,,
2097,Goodeidae_2097,120,,867.63
2098,Valenciidae_2098,120,,
2099,Aphaniidae_2099,120,,
2100,Procatopodidae_2100,120,,
2101,Fluviphylacidae_2101,120,,1203.51
2102,Poeciliidae_2102,120,,680.15
2103,Anablepidae_2103,120,,
2104,Cyprinodontidae_2104,120,,1162.75
2105,Rivulidae_2105,120,,866.96
2106,Aplocheilidae_2106,120,,669.77
2107,Nothobranchiidae_2107,120,,
2108,Dinolestidae_2108,120,,
2109,Pomacanthidae_2109,120,,595.03
2110,Monodactylidae_2110,120,,685.14
2111,Chaetodontidae_2111,120,,
2112,Leiognathidae_2112,120,,
2113,Malacanthidae_2113,120,,
2114,Callanthiidae_2114,120,,
2115,Lutjanidae_2115,120,,
2116,Haemulidae_2116,120,,
2117,Sciaenidae_2117,120,,
2118,Lethrinidae_2118,120,,334.91
2119,Sparidae_2119,120,,
2120,Centracanthidae_2120,120,,
2121,Sparidae_2121,120,,
2122,Sparidae_2122,120,,
2123,Centracanthidae_2123,120,,
2124,Sparidae_2124,120,,
2125,Centracanthidae_2125,120,,
2126,Sparidae_2126,120,,
2127,Centracanthidae_2127,120,,
2128,Nemipteridae_2128,120,,
2129,Hapalogenyidae_2129,120,,791.96
2130,Datnioididae_2130,120,,
2131,Lobotidae_2131,120,,
2132,Dinopercidae_2132,120,,
2133,Emmelichthyidae_2133,120,,
2134,Luvaridae_2134,120,,
2135,Zanclidae_2135,120,,
2136,Acanthuridae_2136,120,,
2137,Siganidae_2137,120,,
2138,Cirrhitidae_2138,120,,
2139,Chironemidae_2139,120,,
2140,Aplodactylidae_2140,120,,
2141,Latridae_2141,120,,712.45
2142,Cheilodactylidae_2142,120,,
2143,Sinipercidae_2143,120,,
2144,Enoplosidae_2144,120,,1001.52
2145,Elassomatidae_2145,120,,766.3
2146,Centrarchidae_2146,120,,
2147,Percichthyidae_2147,120,,
2148,Girellidae_2148,120,,
2149,Oplegnathidae_2149,120,,
2150,Kyphosidae_2150,120,,
2151,Kuhliidae_2151,120,,387.83
2152,Terapontidae_2152,120,,
2153,Dichistiidae_2153,120,,
2154,Ostracoberycidae_2154,120,,
2155,Howellidae_2155,120,,
2156,Symphysanodontidae_2156,120,,
2157,Epigonidae_2157,120,,
2158,Acropomatidae_2158,120,,
2159,Banjosidae_2159,120,,
2160,Pentacerotidae_2160,120,,
2161,Polyprionidae_2161,120,,633.24
